"","V1","V2"
"804","1553373_at","WDR64"
"805","1553374_at","PRO2949"
"806","1553375_at","BTBD9"
"807","1553376_a_at","AXDND1"
"808","1553378_a_at","HEATR9"
"809","1553380_at","PARP15"
"810","1553383_at","ARHGAP42"
"811","1553385_at","LINC01101"
"812","1553386_at","MFSD2A"
"813","1553387_at","ATM"
"814","1553388_at","FAM26D"
"815","1553389_at","NPHP3"
"816","1553390_at","ATG9B"
"817","1553391_at","CXorf58"
"818","1553392_at","EFCAB3 /// LOC102724660"
"819","1553394_a_at","TFAP2B"
"820","1553395_a_at","CD200R1"
"821","1553396_a_at","CCDC13"
"822","1553397_at","CCDC13"
"823","1553398_at","1553398_at"
"824","1553399_a_at","CRHR1-IT1 /// MGC57346"
"825","1553400_a_at","CRHR1-IT1 /// MGC57346"
"826","1553401_at","MRGPRX1"
"827","1553402_a_at","HFE"
"828","1553403_at","RLN3"
"829","1553405_a_at","CSMD1"
"830","1553407_at","KIAA0754 /// MACF1"
"831","1553409_at","ADAMTS20"
"832","1553410_a_at","ABCC12"
"833","1553411_s_at","SALL3"
"834","1553412_at","AGBL4"
"835","1553413_at","LCAL1"
"836","1553415_at","SLC17A8"
"837","1553417_at","C11orf44"
"838","1553418_a_at","CNTNAP5"
"839","1553420_at","SATB2-AS1"
"840","1553422_s_at","RBFOX1"
"841","1553423_a_at","SLFN13"
"842","1553424_at","C12orf40"
"843","1553425_at","CFAP57"
"844","1553426_at","C5orf64"
"845","1553427_at","ADAMTS15"
"846","1553428_at","LY86-AS1"
"847","1553429_at","FLJ31713"
"848","1553430_a_at","EDARADD"
"849","1553432_s_at","LOC653786 /// OTOA"
"850","1553433_at","CCDC171"
"851","1553434_at","CYP4Z2P"
"852","1553435_at","C18orf15"
"853","1553436_at","MUC19"
"854","1553437_at","KLHDC7A"
"855","1553438_at","C11orf72"
"856","1553439_at","1553439_at"
"857","1553440_at","AQP4-AS1"
"858","1553441_at","CNTNAP4"
"859","1553442_a_at","CNTNAP4"
"860","1553443_at","FER1L6-AS1"
"861","1553444_a_at","C1orf127"
"862","1553446_at","C6orf183 /// LOC100996634"
"863","1553447_at","AGBL1"
"864","1553448_at","FLJ34503"
"865","1553449_at","LINC00304"
"866","1553450_s_at","LINC00304"
"867","1553451_at","CCDC79"
"868","1553452_at","MYO1H"
"869","1553453_at","ASB14"
"870","1553454_at","RPTN"
"871","1553456_at","1553456_at"
"872","1553457_at","LINC00269"
"873","1553458_at","VSTM4"
"874","1553459_at","CCDC150"
"875","1553460_at","C2orf61"
"876","1553461_at","FAM9B"
"877","1553462_at","1553462_at"
"878","1553464_at","FLJ40288"
"879","1553465_a_at","CES5A"
"880","1553466_at","CFAP47"
"881","1553467_at","DCAF8L2 /// FLJ32742"
"882","1553468_at","HYDIN2"
"883","1553470_at","DNAH17"
"884","1553471_at","SLC35G3"
"885","1553472_at","LOC150596"
"886","1553474_at","LOC100288966"
"887","1553475_at","PRO1483"
"888","1553478_at","KIRREL3-AS3"
"889","1553479_at","TMEM145"
"890","1553482_at","C15orf32"
"891","1553483_at","TSGA10IP"
"892","1553484_at","LINC00477"
"893","1553485_at","CCDC140"
"894","1553486_a_at","C17orf78"
"895","1553488_at","TEKT5"
"896","1553489_a_at","TEKT5"
"897","1553491_at","KSR2"
"898","1553492_a_at","PAX1"
"899","1553493_a_at","TDH"
"900","1553494_at","TDH"
"901","1553497_at","LINC00615"
"902","1553498_at","1553498_at"
"903","1553499_s_at","SERPINA9"
"904","1553500_at","FBXL21"
"905","1553502_a_at","PALM2 /// PALM2-AKAP2"
"906","1553504_at","MRGPRX4"
"907","1553505_at","A2ML1"
"908","1553506_at","CPO"
"909","1553507_a_at","GPR6"
"910","1553508_at","MDS2"
"911","1553510_s_at","RQCD1"
"912","1553511_at","GJD3"
"913","1553512_at","HOXC12"
"914","1553513_at","VNN3"
"915","1553514_a_at","VNN3"
"916","1553515_at","MYEOV2"
"917","1553517_at","FERD3L"
"918","1553518_at","DEFT1P /// DEFT1P2"
"919","1553519_at","LINC00314"
"920","1553521_at","DEFB104A /// DEFB104B"
"921","1553523_at","NLRP14"
"922","1553524_at","DGKB"
"923","1553525_at","NLRP13"
"924","1553526_at","NLRP8"
"925","1553527_at","NLRP9"
"926","1553528_a_at","TAF5"
"927","1553529_at","TAS1R2"
"928","1553530_a_at","ITGB1 /// ITGB1P1"
"929","1553531_at","PCSK6"
"930","1553532_a_at","ZNF341"
"931","1553533_at","JPH1"
"932","1553534_at","NLRP10"
"933","1553535_a_at","RANGAP1"
"934","1553536_at","MBNL2"
"935","1553537_at","KRT73"
"936","1553538_s_at","COX1"
"937","1553539_at","KRT74"
"938","1553540_a_at","SLC29A2"
"939","1553541_at","LMX1A"
"940","1553542_at","CCDC125"
"941","1553544_at","GPR101"
"942","1553545_at","ILDR1"
"943","1553546_at","PRO2012"
"944","1553547_at","RBM26"
"945","1553549_at","VN1R2"
"946","1553550_at","VN1R5"
"947","1553551_s_at","ND2"
"948","1553552_at","TAAR8"
"949","1553553_at","TAS2R39"
"950","1553555_at","TAS2R38"
"951","1553556_at","TAS2R40"
"952","1553558_at","TAS2R41"
"953","1553559_at","TMEM171"
"954","1553560_at","VN1R4"
"955","1553561_at","TAS2R50"
"956","1553562_at","CD8B"
"957","1553564_at","MACROD2"
"958","1553565_s_at","DDAH1"
"959","1553566_at","PIANP"
"960","1553567_s_at","ATP6"
"961","1553568_a_at","HIST1H1T"
"962","1553569_at","COX2"
"963","1553570_x_at","COX2"
"964","1553572_a_at","CYGB"
"965","1553573_s_at","EFNA2"
"966","1553574_at","IFNE"
"967","1553575_at","ND6"
"968","1553579_a_at","SPAG11A /// SPAG11B"
"969","1553581_s_at","SREK1IP1"
"970","1553582_a_at","SPAG11A /// SPAG11B"
"971","1553583_a_at","THRSP"
"972","1553584_at","CXorf36"
"973","1553585_a_at","MAGEA10-MAGEA5 /// MAGEA5"
"974","1553586_at","FBXL19-AS1"
"975","1553587_a_at","POLE4"
"976","1553588_at","ND3 /// SH3KBP1"
"977","1553589_a_at","PDZK1IP1"
"978","1553590_at","FAM27E2 /// FAM27E3"
"979","1553591_at","BCRP3"
"980","1553592_x_at","BCRP3"
"981","1553593_a_at","TAL2"
"982","1553594_a_at","INSL3"
"983","1553599_a_at","SYCP3"
"984","1553600_at","TMIE"
"985","1553601_a_at","TMIE"
"986","1553602_at","MUCL1"
"987","1553603_s_at","ATL2"
"988","1553604_at","ABCA13"
"989","1553605_a_at","ABCA13"
"990","1553607_at","BACH1 /// GRIK1-AS2 /// LINC00189"
"991","1553608_a_at","LINC00189"
"992","1553611_s_at","KLHL35"
"993","1553612_at","ZNF354B"
"994","1553613_s_at","FOXC1"
"995","1553614_a_at","LINC01198 /// LOC102723968"
"996","1553618_at","TRIM43 /// TRIM43B"
"997","1553619_a_at","TRIM43 /// TRIM43B"
"998","1553620_at","TRIM42"
"999","1553622_a_at","FSIP1"
"1000","1553623_at","LOC84843"
"1001","1553625_at","FAM98B"
"1002","1553626_a_at","EFCAB13"
"1003","1553627_s_at","EFCAB13"
"1004","1553629_a_at","FAM71B"
"1005","1553630_at","C10orf107"
"1006","1553633_s_at","SLC9B1"
"1007","1553634_a_at","WEE2-AS1"
"1008","1553635_s_at","TCTEX1D1"
"1009","1553636_at","TMCO5A"
"1010","1553637_s_at","TMCO5A"
"1011","1553639_a_at","PPARGC1B"
"1012","1553640_at","XKR6"
"1013","1553641_a_at","TSGA13"
"1014","1553642_at","C9orf163"
"1015","1553644_at","SYNE3"
"1016","1553645_at","CCDC141"
"1017","1553646_at","HDX"
"1018","1553647_at","CDYL2"
"1019","1553651_at","C18orf54"
"1020","1553652_a_at","C18orf54"
"1021","1553654_at","SYT14"
"1022","1553655_at","CDC20B"
"1023","1553656_at","TECTB"
"1024","1553657_at","LOC101930115 /// VWA3A"
"1025","1553658_at","LINC00896"
"1026","1553660_at","HUS1B"
"1027","1553661_a_at","HUS1B"
"1028","1553663_a_at","NPB"
"1029","1553666_at","CCDC34"
"1030","1553668_at","LRCH3"
"1031","1553670_at","INTS4"
"1032","1553672_at","ENAH"
"1033","1553673_at","STK35"
"1034","1553674_at","LRRIQ3"
"1035","1553675_at","KLC4"
"1036","1553677_a_at","TIPRL"
"1037","1553678_a_at","ITGB1"
"1038","1553679_s_at","VKORC1L1"
"1039","1553681_a_at","PRF1"
"1040","1553682_at","FBXL14"
"1041","1553683_s_at","FBXL14"
"1042","1553684_at","PPIL6"
"1043","1553685_s_at","SP1"
"1044","1553686_at","C18orf25"
"1045","1553688_at","METTL6"
"1046","1553689_s_at","METTL6"
"1047","1553690_at","SGOL1"
"1048","1553691_at","B3GALNT2"
"1049","1553693_s_at","CBR4"
"1050","1553694_a_at","PIK3C2A"
"1051","1553695_a_at","NLRX1"
"1052","1553696_s_at","ZNF569"
"1053","1553697_at","CCSAP"
"1054","1553698_a_at","CCSAP"
"1055","1553701_a_at","DUSP18"
"1056","1553702_at","ZNF697"
"1057","1553703_at","ZNF791"
"1058","1553704_x_at","ZNF791"
"1059","1553705_a_at","CHRM3"
"1060","1553706_at","HTRA4"
"1061","1553708_at","LINC00525"
"1062","1553709_a_at","PRPF38A"
"1063","1553710_at","FAM218A"
"1064","1553711_a_at","FAM218A"
"1065","1553713_a_at","RHEBL1"
"1066","1553715_s_at","FAM195A /// LOC100287175"
"1067","1553717_at","KCTD7"
"1068","1553718_at","ZNF548"
"1069","1553719_s_at","ZNF548"
"1070","1553720_a_at","AMER2"
"1071","1553721_at","RNF152"
"1072","1553722_s_at","RNF152"
"1073","1553723_at","ADGRG3"
"1074","1553725_s_at","ZNF644"
"1075","1553726_s_at","TBC1D32"
"1076","1553727_at","B4GALNT3"
"1077","1553728_at","LRRC43"
"1078","1553729_s_at","LRRC43"
"1079","1553730_x_at","LRRC43"
"1080","1553732_s_at","CEP89"
"1081","1553734_at","AK7"
"1082","1553736_at","ZFC3H1"
"1083","1553739_at","IRAK2"
"1084","1553740_a_at","IRAK2"
"1085","1553741_at","LINC00337"
"1086","1553743_at","METTL21A"
"1087","1553746_a_at","OTOGL"
"1088","1553747_at","MGC16025"
"1089","1553749_at","FAM76B"
"1090","1553750_a_at","FAM76B"
"1091","1553752_at","SPATA25"
"1092","1553755_at","NXNL1"
"1093","1553756_at","GLIS3-AS1"
"1094","1553757_at","IQCG"
"1095","1553759_at","MCM9"
"1096","1553761_at","PRR14L"
"1097","1553764_a_at","AJUBA"
"1098","1553765_a_at","KLHL32"
"1099","1553768_a_at","DCBLD1"
"1100","1553769_at","SLAMF9"
"1101","1553770_a_at","SLAMF9"
"1102","1553772_at","GK5"
"1103","1553775_at","FLJ31715"
"1104","1553776_at","UBE2U"
"1105","1553778_at","WBSCR27"
"1106","1553780_at","LINC00638"
"1107","1553781_at","ZC3HAV1L"
"1108","1553785_at","RASGEF1B"
"1109","1553787_at","C11orf45"
"1110","1553789_a_at","C21orf58"
"1111","1553792_at","KIAA1109"
"1112","1553793_a_at","KIAA1109"
"1113","1553794_at","STOML3"
"1114","1553796_at","LINC01105"
"1115","1553797_a_at","LINC01105"
"1116","1553798_a_at","FBXL13"
"1117","1553799_at","FAM227B"
"1118","1553801_a_at","DTD2"
"1119","1553802_a_at","SOX3"
"1120","1553803_at","SPATA32"
"1121","1553804_a_at","SPATA32"
"1122","1553805_at","C3orf49"
"1123","1553808_a_at","NKX2-3"
"1124","1553809_a_at","TMEM252"
"1125","1553810_a_at","KIAA1524"
"1126","1553811_at","FAM222A-AS1"
"1127","1553812_at","TLE6"
"1128","1553813_s_at","TLE6"
"1129","1553815_a_at","TCEANC"
"1130","1553817_at","LOC101929738 /// LOC102724151 /// LOC102724728 /// LOC727983 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L7 /// POM121L8P /// POM121L9P"
"1131","1553818_x_at","LOC101929738 /// LOC102724151 /// LOC102724728 /// LOC727983 /// POM121L10P /// POM121L1P /// POM121L3P /// POM121L4P /// POM121L7 /// POM121L8P /// POM121L9P"
"1132","1553821_at","HECTD4"
"1133","1553822_at","RTP1"
"1134","1553823_a_at","RTP1"
"1135","1553826_a_at","PRR35"
"1136","1553828_at","NXPE1"
"1137","1553829_at","CYP1B1-AS1"
"1138","1553830_s_at","MAGEA2 /// MAGEA2B"
"1139","1553831_at","APOBEC3D"
"1140","1553832_at","LINC00315"
"1141","1553834_at","COL6A5"
"1142","1553835_a_at","COL6A5"
"1143","1553837_at","PGAM5"
"1144","1553838_at","C4orf45"
"1145","1553839_at","CCDC149"
"1146","1553840_a_at","CCDC149"
"1147","1553842_at","BEND2"
"1148","1553843_at","C10orf67"
"1149","1553844_a_at","C10orf67"
"1150","1553845_x_at","C10orf67"
"1151","1553846_at","SPERT"
"1152","1553847_a_at","SPERT"
"1153","1553849_at","CCDC26"
"1154","1553850_at","B3GALT5-AS1"
"1155","1553851_at","SPIC"
"1156","1553852_at","VPS13B"
"1157","1553856_s_at","P2RY10"
"1158","1553857_at","IGSF22"
"1159","1553858_at","ZBTB3"
"1160","1553859_at","TPH1"
"1161","1553860_at","DCST1"
"1162","1553861_at","TCP11L2"
"1163","1553863_at","WDFY4"
"1164","1553864_at","GPR26"
"1165","1553865_a_at","GPR26"
"1166","1553868_a_at","KIAA0825"
"1167","1553869_at","SESN3"
"1168","1553871_at","CSNK1G2-AS1"
"1169","1553872_at","NATD1"
"1170","1553873_at","KLHL34"
"1171","1553874_a_at","ZSCAN10"
"1172","1553875_s_at","ZSCAN10"
"1173","1553876_at","SAMD3"
"1174","1553878_at","GOT1L1"
"1175","1553879_a_at","GOT1L1"
"1176","1553880_at","C10orf91"
"1177","1553881_at","MGC16142"
"1178","1553882_at","LINC00504"
"1179","1553883_at","ZNF99"
"1180","1553885_x_at","ZNF99"
"1181","1553886_at","CFAP65"
"1182","1553887_at","SIGLECL1"
"1183","1553888_at","LDHAL6A"
"1184","1553889_at","MRGPRX2"
"1185","1553890_s_at","NTN5"
"1186","1553891_at","KLF17"
"1187","1553893_at","CCDC105"
"1188","1553894_at","CCDC122"
"1189","1553895_at","C11orf42"
"1190","1553898_a_at","DKFZp434L192"
"1191","1553900_s_at","LOC102725072 /// POM121L1P /// POM121L8P /// POM121L9P"
"1192","1553901_x_at","ZNF486"
"1193","1553905_at","CFAP47"
"1194","1553906_s_at","FGD2"
"1195","1553907_a_at","EXD1"
"1196","1553909_x_at","SLF2"
"1197","1553910_at","NBPF4"
"1198","1553911_at","ZNF663P"
"1199","1553912_at","LINC00955"
"1200","1553914_at","LOC162137"
"1201","1553915_at","C10orf126"
"1202","1553917_at","PIKFYVE"
"1203","1553918_at","LINC00479"
"1204","1553919_at","C9orf62"
"1205","1553920_at","C9orf84"
"1206","1553923_at","SLC22A24"
"1207","1553924_at","FMO9P"
"1208","1553927_at","C7orf33"
"1209","1553928_at","ELMOD2"
"1210","1553929_at","ACER1"
"1211","1553930_at","TAAR1"
"1212","1553931_at","OSTCP1"
"1213","1553934_at","LINC00305"
"1214","1553935_at","BFSP2-AS1"
"1215","1553936_a_at","BFSP2-AS1"
"1216","1553938_a_at","STK32A"
"1217","1553940_a_at","LRRC28"
"1218","1553943_at","LOC105369190 /// LOC171391"
"1219","1553944_at","MIA2"
"1220","1553945_at","GPHB5"
"1221","1553946_at","DCD"
"1222","1553947_at","EXOSC6"
"1223","1553949_at","IQSEC3"
"1224","1553952_at","ZDHHC19"
"1225","1553954_at","ALG14"
"1226","1553955_at","PPP1R21"
"1227","1553956_at","TMEM237"
"1228","1553957_at","ZNF564"
"1229","1553959_a_at","B3GALT6"
"1230","1553960_at","SNX21"
"1231","1553961_s_at","SNX21"
"1232","1553962_s_at","RHOB"
"1233","1553963_at","RHOB"
"1234","1553965_x_at","RHOB"
"1235","1553967_at","ADAT3"
"1236","1553968_a_at","ADAT3"
"1237","1553970_s_at","CEL"
"1238","1553971_a_at","GATS"
"1239","1553972_a_at","CBS /// CBSL"
"1240","1553973_a_at","SPINK6"
"1241","1553974_at","C22orf39"
"1242","1553976_a_at","DPCD"
"1243","1553977_a_at","CYP39A1"
"1244","1553978_at","BORCS8"
"1245","1553979_at","ZNF121"
"1246","1553982_a_at","RAB7B"
"1247","1553983_at","DTYMK"
"1248","1553984_s_at","DTYMK"
"1249","1553986_at","RASEF"
"1250","1553987_at","MAPKAPK5-AS1"
"1251","1553989_a_at","ATP6V1C2"
"1252","1553990_at","BRICD5"
"1253","1553991_s_at","VSIG10"
"1254","1553992_s_at","NBR2"
"1255","1553993_s_at","MED25"
"1256","1553994_at","NT5E"
"1257","1553995_a_at","NT5E"
"1258","1553997_a_at","ASPHD1"
"1259","1553998_at","DMRTC1 /// DMRTC1B"
"1260","1554001_at","TRIM37"
"1261","1554003_at","ARHGEF28"
"1262","1554004_a_at","ARHGEF28"
"1263","1554006_a_at","LLGL2"
"1264","1554007_at","1554007_at"
"1265","1554008_at","OSMR"
"1266","1554010_at","NDST1"
"1267","1554012_at","RSPO2"
"1268","1554014_at","CHD2"
"1269","1554015_a_at","CHD2"
"1270","1554016_a_at","USB1"
"1271","1554017_at","RILPL1 /// SNRNP35"
"1272","1554018_at","GPNMB"
"1273","1554019_s_at","CEP57L1"
"1274","1554020_at","BICD1"
"1275","1554021_a_at","ZNF12"
"1276","1554022_at","CCDC13"
"1277","1554023_s_at","CCDC13"
"1278","1554026_a_at","MYO10"
"1279","1554027_a_at","SLC4A4"
"1280","1554029_a_at","TTC37"
"1281","1554030_at","ARSB"
"1282","1554032_at","ARSB"
"1283","1554033_at","FRMD4A /// LOC105376424"
"1284","1554034_a_at","FRMD4A /// LOC105376424"
"1285","1554036_at","ZBTB24"
"1286","1554037_a_at","ZBTB24"
"1287","1554038_at","LARP1B"
"1288","1554039_at","C14orf159"
"1289","1554041_at","TMEM239"
"1290","1554042_s_at","TMEM239"
"1291","1554043_a_at","1554043_a_at"
"1292","1554044_a_at","MRAP"
"1293","1554045_at","ZNF24"
"1294","1554047_at","TXNDC9"
"1295","1554049_s_at","DCAF8"
"1296","1554050_at","SMPDL3B"
"1297","1554052_at","CNOT1"
"1298","1554053_at","SPTLC1"
"1299","1554057_at","ASH1L-AS1"
"1300","1554059_at","SETMAR"
"1301","1554060_s_at","SETMAR"
"1302","1554062_at","XG"
"1303","1554063_at","ZHX1-C8orf76"
"1304","1554065_at","MVB12B"
"1305","1554067_at","C12orf66"
"1306","1554068_s_at","C12orf66"
"1307","1554069_at","EPHA8"
"1308","1554071_at","CCDC67"
"1309","1554072_s_at","CCDC67"
"1310","1554074_s_at","SLFNL1"
"1311","1554076_s_at","TMEM136"
"1312","1554077_a_at","TMEM53"
"1313","1554078_s_at","DNAJA3"
"1314","1554079_at","GALNT18"
"1315","1554080_at","RQCD1"
"1316","1554082_a_at","NOL9"
"1317","1554084_a_at","NOL9"
"1318","1554085_at","DDX51"
"1319","1554086_at","TUBGCP3"
"1320","1554089_s_at","SBDS /// SBDSP1"
"1321","1554091_a_at","TIRAP"
"1322","1554093_a_at","SNAPC5"
"1323","1554094_at","ENTPD5"
"1324","1554095_at","RBM33"
"1325","1554096_a_at","RBM33"
"1326","1554097_a_at","MIR31HG"
"1327","1554098_at","SPIN3"
"1328","1554099_a_at","SPIN3"
"1329","1554101_a_at","TMTC4"
"1330","1554102_a_at","TMTC4"
"1331","1554103_at","1554103_at"
"1332","1554105_at","TMEM185A"
"1333","1554106_at","NBEAL1"
"1334","1554108_at","1554108_at"
"1335","1554110_at","CDCP1"
"1336","1554112_a_at","ULK2"
"1337","1554113_a_at","SLC4A8"
"1338","1554114_s_at","SSH2"
"1339","1554115_at","C5orf58"
"1340","1554116_s_at","PARP11"
"1341","1554117_at","CCDC60"
"1342","1554119_at","USB1"
"1343","1554121_at","HSD17B12"
"1344","1554122_a_at","HSD17B12"
"1345","1554125_a_at","NLGN4Y"
"1346","1554126_at","MSRB3"
"1347","1554127_s_at","MSRB3"
"1348","1554128_at","ADIG"
"1349","1554129_a_at","ADIG"
"1350","1554131_at","CCSER2"
"1351","1554132_a_at","CCSER2"
"1352","1554133_at","RUFY2"
"1353","1554140_at","WDR78"
"1354","1554141_s_at","WDR78"
"1355","1554142_at","SUGT1P3"
"1356","1554143_a_at","SUGT1P3"
"1357","1554145_a_at","PPP1R21"
"1358","1554147_s_at","MAATS1"
"1359","1554148_a_at","SLC33A1"
"1360","1554149_at","CLDND1"
"1361","1554151_at","OGDH"
"1362","1554152_a_at","OGDH"
"1363","1554153_a_at","PHF21A"
"1364","1554154_at","GDAP2"
"1365","1554155_at","MCPH1"
"1366","1554156_a_at","WFDC8"
"1367","1554157_a_at","WFDC8"
"1368","1554158_at","ZMYND11"
"1369","1554159_a_at","ZMYND11"
"1370","1554160_a_at","ZNF446"
"1371","1554161_at","SLC25A27"
"1372","1554163_at","TWIST2"
"1373","1554165_at","FAM53B"
"1374","1554167_a_at","GOLGA7"
"1375","1554168_a_at","SH3KBP1"
"1376","1554170_a_at","MBLAC1"
"1377","1554171_at","ZMYM3"
"1378","1554172_a_at","ZMYM3"
"1379","1554173_at","CD300LB"
"1380","1554175_at","CD300LB"
"1381","1554176_a_at","C3orf33"
"1382","1554177_a_at","ATP5S"
"1383","1554178_a_at","FAM126B"
"1384","1554179_s_at","LYNX1"
"1385","1554181_at","SNX32"
"1386","1554182_at","TRIM73 /// TRIM74"
"1387","1554183_s_at","TRIM73 /// TRIM74"
"1388","1554185_at","LOC554206"
"1389","1554187_at","LOC554206"
"1390","1554188_at","C11orf53"
"1391","1554190_s_at","PLEKHS1"
"1392","1554192_s_at","TRMT44"
"1393","1554193_s_at","MANEA"
"1394","1554194_at","1554194_at"
"1395","1554195_a_at","C5orf46"
"1396","1554196_at","IZUMO1"
"1397","1554198_at","SH3YL1"
"1398","1554199_at","PTPRO"
"1399","1554201_at","CABP4"
"1400","1554202_x_at","CABP4"
"1401","1554203_at","GRIK1-AS1"
"1402","1554205_s_at","ICA1L"
"1403","1554206_at","TMLHE"
"1404","1554208_at","MEI1"
"1405","1554210_at","ZCCHC13"
"1406","1554212_s_at","KCNS2"
"1407","1554213_at","ARHGEF10"
"1408","1554214_at","1554214_at"
"1409","1554216_at","VPS50"
"1410","1554217_a_at","VPS50"
"1411","1554219_at","1554219_at"
"1412","1554220_a_at","1554220_a_at"
"1413","1554222_at","MGC45922"
"1414","1554224_at","LOC101929497"
"1415","1554225_a_at","LOC101929497"
"1416","1554228_a_at","BAALC-AS2"
"1417","1554229_at","CREBRF"
"1418","1554231_a_at","ZNF396"
"1419","1554232_a_at","1554232_a_at"
"1420","1554233_at","C1QTNF9"
"1421","1554234_at","KATNAL2"
"1422","1554235_at","CTNNA3"
"1423","1554237_at","SDCCAG8"
"1424","1554239_s_at","ZADH2"
"1425","1554240_a_at","ITGAL"
"1426","1554241_at","COCH"
"1427","1554242_a_at","COCH"
"1428","1554245_x_at","ARL17A /// ARL17B /// LOC100294341 /// LOC100996709"
"1429","1554246_at","C1orf210"
"1430","1554248_at","ZNF638"
"1431","1554249_a_at","ZNF638"
"1432","1554250_s_at","TRIM73"
"1433","1554251_at","HP1BP3"
"1434","1554252_a_at","CERS3"
"1435","1554253_a_at","CERS3"
"1436","1554256_a_at","PCNXL2"
"1437","1554258_a_at","DNAJC5B"
"1438","1554259_at","GPSM1"
"1439","1554260_a_at","FRYL"
"1440","1554261_at","KLHL29"
"1441","1554262_s_at","KLHL29"
"1442","1554264_at","CKAP2"
"1443","1554266_at","1554266_at"
"1444","1554268_at","MORN1"
"1445","1554271_a_at","CENPL"
"1446","1554272_at","ERAP2"
"1447","1554273_a_at","ERAP2"
"1448","1554274_a_at","SSH1"
"1449","1554276_at","SART3"
"1450","1554277_s_at","FANCM"
"1451","1554279_a_at","TRMT2B"
"1452","1554280_a_at","C9orf43"
"1453","1554281_at","1554281_at"
"1454","1554283_at","NOCT"
"1455","1554285_at","HAVCR2"
"1456","1554286_at","FLJ25758"
"1457","1554287_at","TRIM4"
"1458","1554288_at","FAM160B1"
"1459","1554290_at","HERC3 /// LOC101929134"
"1460","1554291_at","UHRF1BP1L"
"1461","1554292_a_at","UHRF1BP1L"
"1462","1554293_at","TTBK2"
"1463","1554294_s_at","TTBK2"
"1464","1554295_x_at","TTBK2"
"1465","1554296_at","CYP19A1"
"1466","1554298_a_at","WDR49"
"1467","1554299_at","NPAS4"
"1468","1554300_a_at","SVOPL"
"1469","1554301_at","LHFPL3-AS1"
"1470","1554302_s_at","LHFPL3-AS1"
"1471","1554303_at","HNMT"
"1472","1554305_at","MGC20647"
"1473","1554306_at","ITPKB"
"1474","1554307_at","LOC644852"
"1475","1554308_s_at","GABRA2"
"1476","1554309_at","EIF4G3"
"1477","1554310_a_at","EIF4G3"
"1478","1554311_a_at","SUPT6H"
"1479","1554312_at","RNF170"
"1480","1554314_at","C6orf141"
"1481","1554316_at","PGLS"
"1482","1554317_s_at","TRMT61A"
"1483","1554318_at","LOC100101148 /// LOC541473"
"1484","1554319_at","RPS6KA5"
"1485","1554321_a_at","NFS1"
"1486","1554322_a_at","HDAC4"
"1487","1554324_s_at","DYNC2LI1"
"1488","1554325_at","DOCK2"
"1489","1554327_a_at","CANT1"
"1490","1554328_at","STXBP4"
"1491","1554329_x_at","STXBP4"
"1492","1554331_a_at","LRRC18"
"1493","1554332_a_at","SLCO4A1-AS1"
"1494","1554333_at","DNAJA4"
"1495","1554334_a_at","DNAJA4"
"1496","1554335_at","CYTH4"
"1497","1554337_at","FARP2"
"1498","1554339_a_at","COG3"
"1499","1554340_a_at","DRAXIN"
"1500","1554341_a_at","HELQ"
"1501","1554342_s_at","HELQ"
"1502","1554343_a_at","STAP1"
